Name,Sex,Country,NOC,Games,Year,Host_City,Sport,Event,Gold,Silver,Bronze,Type_Sport
Tang Bin,F,China,CHN,2008 Summer,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,1,0,0,Team
Cai Yun,M,China-1,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Men's Doubles,0,1,0,Team
Yusup Abdusalomov,M,Tajikistan,TJK,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0,1,0,Individual
Tian Jia,F,China-1,CHN,2008 Summer,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,1,0,Team
Zou Kai,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,1,0,0,Individual
Zou Kai,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,1,0,0,Individual
Zou Kai,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Nurbakyt Moldakhmetuly Tengizbayev,M,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0,0,1,Individual
An Jeong-Hwa,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Artur Borisovich Taymazov,M,Uzbekistan,UZB,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",1,0,0,Individual
An Kum-Ae,F,North Korea,PRK,2008 Summer,2008,Beijing,Judo,Judo Women's Half-Lightweight,0,1,0,Individual
Nobuharu Asahara,M,Japan,JPN,2008 Summer,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Zhu Qinan,M,China,CHN,2008 Summer,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",0,1,0,Individual
Bae Min-Hee,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Tang Chunling,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Zhu Qianwei,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,Team
Ayumi Tanimoto,F,Japan,JPN,2008 Summer,2008,Beijing,Judo,Judo Women's Half-Middleweight,1,0,0,Individual
Zhu Guo,M,China,CHN,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Men's Welterweight,0,0,1,Individual
Zhou Yafei,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1,Team
"Kanatbek Kubatovich ""Kanat"" Begaliyev",M,Kyrgyzstan,KGZ,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0,1,0,Individual
Abhinav Bindra,M,India,IND,2008 Summer,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",1,0,0,Individual
Bong Jung-Keun,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Abdullo Tovashevich Tangriyev,M,Uzbekistan,UZB,2008 Summer,2008,Beijing,Judo,Judo Men's Heavyweight,0,1,0,Individual
Hiroyuki Tomita,M,Japan,JPN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Manut Boonjumnong,M,Thailand,THA,2008 Summer,2008,Beijing,Boxing,Boxing Men's Light-Welterweight,0,1,0,Individual
Rasul Boqiev,M,Tajikistan,TJK,2008 Summer,2008,Beijing,Judo,Judo Men's Lightweight,0,0,1,Individual
Cai Tongtong,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Tang Jingzhi,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,Team
Bao Yingying,F,China,CHN,2008 Summer,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",0,1,0,Team
Guo Dan,F,China,CHN,2008 Summer,2008,Beijing,Archery,Archery Women's Team,0,1,0,Team
Cheng Fei,F,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,0,0,1,Individual
Cheng Hui,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Naho Emoto,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Sung Yu-Chi,M,Chinese Taipei,TPE,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight,0,0,1,Individual
Enkhbatyn Badar-Uugan,M,Mongolia,MGL,2008 Summer,2008,Beijing,Boxing,Boxing Men's Bantamweight,1,0,0,Individual
Zhang Lin,M,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,0,1,0,Individual
Feng Kun,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Sun Ye,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1,Team
Feng Tian Wei,F,Singapore,SGP,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,0,1,0,Team
Zhang Juanjuan,F,China,CHN,2008 Summer,2008,Beijing,Archery,Archery Women's Team,0,1,0,Team
Zhang Juanjuan,F,China,CHN,2008 Summer,2008,Beijing,Archery,Archery Women's Individual,1,0,0,Individual
Naoki Tsukahara,M,Japan,JPN,2008 Summer,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Anton Viktorovich Fokin,M,Uzbekistan,UZB,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,0,0,1,Individual
Fu Baorong,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Zhang Na,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Fu Haifeng,M,China-1,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Men's Doubles,0,1,0,Team
Sun Qiuting,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Motoko Fujimoto,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Sun Dan,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Gang Min-Ho,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Sui Jianshuang,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Gao Lihua,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Gao Yulan,F,China,CHN,2008 Summer,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,0,1,0,Team
Go Yeong-Min,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Mariya Aleksandrovna Grabovetskaya,F,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,0,0,1,Individual
Gu Beibei,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Shingo Suetsugu,M,Japan,JPN,2008 Summer,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Yun Ok-Hui,F,South Korea,KOR,2008 Summer,2008,Beijing,Archery,Archery Women's Team,1,0,0,Team
Takuro Fujii,M,Japan,JPN,2008 Summer,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,1,Team
Cheng Fei,F,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,0,0,1,Individual
Zhang Ning,F,China,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Women's Singles,1,0,0,Individual
Zhang Shuo,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Zhao Yudiao,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Zhao Ruirui,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Arman Konstantinovich Chilmanov,M,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Men's Heavyweight,0,0,1,Individual
Zhao Jing,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1,Team
Zhang Zhilei,M,China,CHN,2008 Summer,2008,Beijing,Boxing,Boxing Men's Super-Heavyweight,0,1,0,Individual
Choi Im-Jeong,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Choi Min-Ho,M,South Korea,KOR,2008 Summer,2008,Beijing,Judo,Judo Men's Extra-Lightweight,1,0,0,Individual
Zhang Yining,F,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,1,0,0,Team
Zhang Yining,F,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Singles,1,0,0,Individual
Shinji Takahira,M,Japan,JPN,2008 Summer,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,0,1,0,Team
Chou Tao,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Chu Mu-Yen,M,Chinese Taipei,TPE,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Men's Flyweight,0,0,1,Individual
Emiko Suzuki,F,Japan,JPN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,0,0,1,Team
Dang Ye-Seo,F,South Korea,KOR,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,0,0,1,Team
Zhang Yimeng,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Zhang Yawen,F,China-2,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Women's Doubles,0,0,1,Team
Zhang Yangyang,F,China,CHN,2008 Summer,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,1,0,0,Team
Zhang Xiaoping,M,China,CHN,2008 Summer,2008,Beijing,Boxing,Boxing Men's Light-Heavyweight,1,0,0,Individual
Zhang Xiaohuan,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Zhang Xiangxiang,M,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight,1,0,0,Individual
Dong Dong,M,China,CHN,2008 Summer,2008,Beijing,Trampolining,Trampolining Men's Individual,0,0,1,Individual
Zhang Xi,F,China-2,CHN,2008 Summer,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,0,1,Team
Zhang Wenxiu,F,China,CHN,2008 Summer,2008,Beijing,Athletics,Athletics Women's Hammer Throw,0,0,1,Individual
Du Jing,F,China-1,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Women's Doubles,1,0,0,Team
Maki Tsukada,F,Japan,JPN,2008 Summer,2008,Beijing,Judo,Judo Women's Heavyweight,0,1,0,Individual
Du Li,F,China,CHN,2008 Summer,2008,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1,0,0,Individual
Deng Linlin,F,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,1,0,0,Team
Hwang Gyeong-Seon,F,South Korea,KOR,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Women's Welterweight,1,0,0,Individual
Jiang Lin,M,China,CHN,2008 Summer,2008,Beijing,Archery,Archery Men's Team,0,0,1,Team
Hwang Ji-Man,M,South Korea-1,KOR,2008 Summer,2008,Beijing,Badminton,Badminton Men's Doubles,0,0,1,Team
Lin Dan,M,China,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Men's Singles,1,0,0,Individual
Park Seong-Hyeon,F,South Korea,KOR,2008 Summer,2008,Beijing,Archery,Archery Women's Team,1,0,0,Team
Park Seong-Hyeon,F,South Korea,KOR,2008 Summer,2008,Beijing,Archery,Archery Women's Individual,0,1,0,Individual
Xie Xingfan,F,China,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Women's Singles,0,1,0,Individual
Xiao Qin,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,1,0,0,Individual
Xiao Qin,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Park Mi-Yeong,F,South Korea,KOR,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,0,0,1,Team
Lin Yue,M,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Men's Synchronized Platform,1,0,0,Team
Liu Chunhong,F,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,1,0,0,Individual
Liu Ou,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Xian Dongmei,F,China,CHN,2008 Summer,2008,Beijing,Judo,Judo Women's Half-Lightweight,1,0,0,Individual
Liao Hui,M,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,1,0,0,Individual
Park Jin-Man,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Liu Yanan,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Xi Aihua,F,China,CHN,2008 Summer,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,1,0,0,Team
Liu Zige,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 200 metres Butterfly,1,0,0,Individual
Long Qingquan,M,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight,1,0,0,Individual
Wu You,F,China,CHN,2008 Summer,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,0,1,0,Team
Lu Chunlong,M,China,CHN,2008 Summer,2008,Beijing,Trampolining,Trampolining Men's Individual,1,0,0,Individual
Park Gyeong-Mo,M,South Korea,KOR,2008 Summer,2008,Beijing,Archery,Archery Men's Team,1,0,0,Team
Park Gyeong-Mo,M,South Korea,KOR,2008 Summer,2008,Beijing,Archery,Archery Men's Individual,0,1,0,Individual
Lu Ying-Chi,F,Chinese Taipei,TPE,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Middleweight,0,0,1,Individual
Lu Yong,M,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,1,0,0,Individual
Park Eun-Chul,M,South Korea,KOR,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0,0,1,Individual
Park Jeong-Hui,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Park Tae-Hwan,M,South Korea,KOR,2008 Summer,2008,Beijing,Swimming,Swimming Men's 200 metres Freestyle,0,1,0,Individual
Park Tae-Hwan,M,South Korea,KOR,2008 Summer,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,1,0,0,Individual
Li Xiaopeng,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,1,0,0,Individual
Lee Min-Hui,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Qiu Jian,M,China,CHN,2008 Summer,2008,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0,0,Individual
Xu Yunli,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Lee Seung-Yeop,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Lee Taek-Geun,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Lee Yong-Dae,M,South Korea-1,KOR,2008 Summer,2008,Beijing,Badminton,Badminton Mixed Doubles,1,0,0,Team
Qin Kai,M,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Men's Synchronized Springboard,1,0,0,Team
Qin Kai,M,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Men's Springboard,0,0,1,Individual
Xu Yan,F,China,CHN,2008 Summer,2008,Beijing,Judo,Judo Women's Lightweight,0,0,1,Individual
Wang Jiao,F,China,CHN,2008 Summer,2008,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",1,0,0,Individual
Lee Yong-Gyu,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Li Hongli,M,China,CHN,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Middleweight,0,1,0,Individual
Li Hongxia,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Prevdorjin Serdamba,M,Mongolia,MGL,2008 Summer,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,0,1,0,Individual
Buttree Puedpong,F,Thailand,THA,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Women's Flyweight,0,1,0,Individual
Li Jia Wei,F,Singapore,SGP,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,0,1,0,Team
Xu Lijia,F,China,CHN,2008 Summer,2008,Beijing,Sailing,Sailing Women's One Person Dinghy,0,0,1,Individual
Wang Jie,F,China-1,CHN,2008 Summer,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,0,1,0,Team
Wang Jue Gu,F,Singapore,SGP,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,0,1,0,Team
Xu Li,F,China,CHN,2008 Summer,2008,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",0,1,0,Individual
Li Juan,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Li Shanshan,F,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,1,0,0,Team
Li Shuang,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Li Wenquan,M,China,CHN,2008 Summer,2008,Beijing,Archery,Archery Men's Team,0,0,1,Team
Li Xiaopeng,M,China,CHN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,1,0,0,Team
Lu Yuanyang,F,China,CHN,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,1,0,Team
Zou Shiming,M,China,CHN,2008 Summer,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,1,0,0,Individual
Luo Xi,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Pang Wei,M,China,CHN,2008 Summer,2008,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0,0,Individual
Seyed Morad Mohammadi Pahnehkalaei,M,Iran,IRI,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",0,0,1,Individual
Makoto Okiguchi,M,Japan,JPN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Mun Pil-Hui,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Marid Kamilyevich Mutalimov,M,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,1,Individual
Oh Yeong-Ran,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Oh Seong-Ok,F,South Korea,KOR,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,0,0,1,Team
Kiyofumi Nagai,M,Japan,JPN,2008 Summer,2008,Beijing,Cycling,Cycling Men's Keirin,0,0,1,Individual
Naidangiin Tvshinbayar,M,Mongolia,MGL,2008 Summer,2008,Beijing,Judo,Judo Men's Half-Heavyweight,1,0,0,Individual
Wang Na,F,China,CHN,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,0,0,1,Team
Misato Nakamura,F,Japan,JPN,2008 Summer,2008,Beijing,Judo,Judo Women's Half-Lightweight,0,0,1,Individual
Wang Yimei,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Reiko Nakamura,F,Japan,JPN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 200 metres Backstroke,0,0,1,Individual
O Seung-Hwan,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Wang Nan,F,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Singles,0,1,0,Individual
O Sang-Eun,M,South Korea,KOR,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Men's Team,0,0,1,Team
O Jong-Ae,F,North Korea,PRK,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,0,0,1,Individual
Wang Nan,F,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Women's Team,1,0,0,Team
Takuya Nakase,M,Japan,JPN,2008 Summer,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,0,1,0,Team
Nam Hyeon-Hui,F,South Korea,KOR,2008 Summer,2008,Beijing,Fencing,"Fencing Women's Foil, Individual",0,1,0,Individual
Lilyana Natsir,F,Indonesia-1,INA,2008 Summer,2008,Beijing,Badminton,Badminton Mixed Doubles,0,1,0,Team
Irina Sergeyevna Nekrasova,F,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Middleweight,0,1,0,Individual
Ni Hong,F,China,CHN,2008 Summer,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",0,1,0,Team
Rohullah Nikpai,M,Afghanistan,AFG,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Men's Flyweight,0,0,1,Individual
Wang Xin (Ruoxue-),F,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Women's Synchronized Platform,1,0,0,Team
Rei Nishiyama,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Junichi Miyashita,M,Japan,JPN,2008 Summer,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,1,Team
Lee Jong-Uk,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
Wang Liqin,M,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Men's Team,1,0,0,Team
Wei Qiuyue,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Pang Jiaying,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0,0,1,Team
Pang Jiaying,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0,1,0,Team
Pang Jiaying,F,China,CHN,2008 Summer,2008,Beijing,Swimming,Swimming Women's 200 metres Freestyle,0,0,1,Individual
Pan Fengzhen,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Pak Hyon-Suk,F,North Korea,PRK,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Middleweight,1,0,0,Individual
Pak Chol-Min,M,North Korea,PRK,2008 Summer,2008,Beijing,Judo,Judo Men's Half-Lightweight,0,0,1,Individual
Ma Lin,M,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Men's Singles,1,0,0,Individual
Ma Lin,M,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Men's Team,1,0,0,Team
Otryadyn Gndegmaa,F,Mongolia,MGL,2008 Summer,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",0,1,0,Individual
Wu Minxia,F,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Women's Synchronized Springboard,1,0,0,Team
Wu Minxia,F,China,CHN,2008 Summer,2008,Beijing,Diving,Diving Women's Springboard,0,0,1,Individual
Yuki Ota,M,Japan,JPN,2008 Summer,2008,Beijing,Fencing,"Fencing Men's Foil, Individual",0,1,0,Individual
Ma Yibo,F,China,CHN,2008 Summer,2008,Beijing,Hockey,Hockey Women's Hockey,0,1,0,Team
Ma Yunwen,F,China,CHN,2008 Summer,2008,Beijing,Volleyball,Volleyball Women's Volleyball,0,0,1,Team
Satoko Mabuchi,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Aset Sekenovich Mambetov,M,Kazakhstan,KAZ,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0,0,1,Individual
Wu Jingyu,F,China,CHN,2008 Summer,2008,Beijing,Taekwondo,Taekwondo Women's Flyweight,1,0,0,Individual
Takeshi Matsuda,M,Japan,JPN,2008 Summer,2008,Beijing,Swimming,Swimming Men's 200 metres Butterfly,0,0,1,Individual
Won Ok-Im,F,North Korea,PRK,2008 Summer,2008,Beijing,Judo,Judo Women's Half-Middleweight,0,0,1,Individual
Tomohiro Matsunaga,M,Japan,JPN,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",0,1,0,Individual
Nova Widianto,M,Indonesia-1,INA,2008 Summer,2008,Beijing,Badminton,Badminton Mixed Doubles,0,1,0,Team
Meng Guanliang,M,China,CHN,2008 Summer,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",1,0,0,Team
Yukiyo Mine,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Masumi Mishina,F,Japan,JPN,2008 Summer,2008,Beijing,Softball,Softball Women's Softball,1,0,0,Team
Wei Yili,F,China-2,CHN,2008 Summer,2008,Beijing,Badminton,Badminton Women's Doubles,0,0,1,Team
Wang Liqin,M,China,CHN,2008 Summer,2008,Beijing,Table Tennis,Table Tennis Men's Singles,0,0,1,Individual
Lee Jin-Yeong,M,South Korea,KOR,2008 Summer,2008,Beijing,Baseball,Baseball Men's Baseball,1,0,0,Team
