Name,Gender,Country,Year,Host_City,Sport,Event,Sport_Type,Gold,Silver,Bronze
Toshiaki Kosedo,M,Japan,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Team,0,0,1
Tsutomu Koyama,M,Japan,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Team,0,0,1
Ginko Abukawa-Chiba,F,Japan,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Team,0,0,1
Mohinder Lal,M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Shankar Pillay Laxman,M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Yoko Fujimoto (-Utida),F,Japan,1964,Tokyo,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Sadatoshi Sugahara,M,Japan,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Team,0,0,1
Muhammad Afzal Manna,M,Pakistan,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,0,1,0
Jeong Sin-Jo,M,South Korea,1964,Tokyo,Boxing,Boxing Men's Bantamweight,Individual,0,1,0
Harbinder Singh Chimni,M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Takashi Ono,M,Japan,1964,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Abdul Hamid,M,Pakistan,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,0,1,0
Muhammad Asad Malik,M,Pakistan,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,0,1,0
Hussain Khalid Mahmood,M,Pakistan,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,0,1,0
Gurbux Singh,M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Katsutoshi Nekoda,M,Japan,1964,Tokyo,Volleyball,Volleyball Men's Volleyball,Team,0,0,1
Sayed Ali Akbar Haydari,M,Iran,1964,Tokyo,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,0,0,1
Tariq Niazi,M,Pakistan,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,0,1,0
Makoto Fukui,M,Japan,1964,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Team,0,0,1
Keiko Tanaka-Ikeda,F,Japan,1964,Tokyo,Gymnastics,Gymnastics Women's Team All-Around,Team,0,0,1
"Victor John ""V. J."" Peter",M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Bandu Patil,M,India,1964,Tokyo,Hockey,Hockey Men's Hockey,Team,1,0,0
Parviz Jalayer,M,Iran,1968,Mexico City,Weightlifting,Weightlifting Men's Lightweight,Individual,0,1,0
Eizo Yuguchi,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Kenji Shimaoka,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Jang Sun-Gil,M,South Korea,1968,Mexico City,Boxing,Boxing Men's Bantamweight,Individual,0,0,1
Mamoru Shiragami,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Keiko Hama,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Balbir Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Tarsem Singh Kular,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Balbir Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Zakir Hussain,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Hideo Fujimoto,M,Japan,1968,Mexico City,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Individual,0,1,0
"Inder ""Gogi"" Singh",M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Gurbux Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Sachiko Fukunaka,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Ajitpal Singh Kular,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Kenzo Yokoyama,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Harbinder Singh Chimni,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Harmik Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Toyoko Iwahara,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Setsuko Yoshida,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Tadayoshi Yokota,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Jagjit Singh Kular,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Riaz ud-Din,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Balbir Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Kunie Shishikura,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Ryuichi Sugiyama,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Mitsuo Tsukahara,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Yukio Endo,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,Individual,0,1,0
Yukio Endo,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Prithipal Singh,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Setsuko Inoue,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Ji Yong-Ju,M,South Korea,1968,Mexico City,Boxing,Boxing Men's Light-Flyweight,Individual,0,1,0
Yasuyuki Kuwahara,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Tetsuo Sato,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Munir Sait,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Kenji Kimura,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Kenji Kimihara,M,Japan,1968,Mexico City,Athletics,Athletics Men's Marathon,Individual,0,1,0
Seiji Oko,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Abutaleb Talebi Gorgori,M,Iran,1968,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Individual,0,0,1
Saeed Anwar,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Takaji Mori,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Isao Koizumi,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Eiji Morioka,M,Japan,1968,Mexico City,Boxing,Boxing Men's Bantamweight,Individual,0,0,1
Chi (-Reel) Cheng,F,Chinese Taipei,1968,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Individual,0,0,1
Abdullah Movahed Ardabili,M,Iran,1968,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,1,0,0
Chimedbazaryn Damdinsharav,M,Mongolia,1968,Mexico City,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,0,0,1
Suzue Takayama,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Sumie Oinuma,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Masashi Ohuchi,M,Japan,1968,Mexico City,Weightlifting,Weightlifting Men's Middleweight,Individual,0,1,0
Aritatsu Ogi,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Jungo Morita,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Masashi Watanabe,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Yukiyo Kojima,F,Japan,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Teruki Miyamoto,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Hussain Khalid Mahmood,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Jahangir Ahmed Butt,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Ikuo Matsumoto,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Krishnamurty Perumal,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Kiyoshi Tomizawa,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Tmriin Artag,M,Mongolia,1968,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",Individual,0,0,1
"Victor John ""V. J."" Peter",M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Masayuki Minami,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Inam-ur Rahman,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Abdul Rashid,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Tariq Aziz,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Yasuaki Mitsumori,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Shigeo Yaegashi,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Yoshinobu Miyake,M,Japan,1968,Mexico City,Weightlifting,Weightlifting Men's Featherweight,Individual,1,0,0
Yoshiyuki Miyake,M,Japan,1968,Mexico City,Weightlifting,Weightlifting Men's Featherweight,Individual,0,0,1
Yoshitada Yamaguchi,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Masakatsu Miyamoto,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Eizo Kenmotsu,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,0,0,1
Eizo Kenmotsu,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Munji Munemura,M,Japan,1968,Mexico City,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Individual,1,0,0
Shigeo Nakata,M,Japan,1968,Mexico City,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,1,0,0
Tanvir Ahmad Dar,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Sawao Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Sawao Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,Individual,1,0,0
Hiroshi Katayama,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Mohammad Nassiri Seresht,M,Iran,1968,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,Individual,1,0,0
Riaz Ahmed,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Katsutoshi Nekoda,M,Japan,1968,Mexico City,Volleyball,Volleyball Men's Volleyball,Team,0,1,0
Muhammad Ashfaq Ahmed,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Masaaki Kaneko,M,Japan,1968,Mexico City,Wrestling,"Wrestling Men's Featherweight, Freestyle",Individual,1,0,0
Mitsuo Kamata,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Kunishige Kamamoto,M,Japan,1968,Mexico City,Football,Football Men's Football,Team,0,0,1
Tariq Niazi,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Seyyed Shamseddin Seyyed Abbasi,M,Iran,1968,Mexico City,Wrestling,"Wrestling Men's Featherweight, Freestyle",Individual,0,0,1
Yojiro Uetake,M,Japan,1968,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Individual,1,0,0
Jigjidiin Mnkhbat,M,Mongolia,1968,Mexico City,Wrestling,"Wrestling Men's Middleweight, Freestyle",Individual,0,1,0
Gulraiz Akhtar,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Danzandarjaagiin Sereeter,M,Mongolia,1968,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,0,0,1
Muhammad Asad Malik,M,Pakistan,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,1,0,0
Sawao Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Rings,Individual,0,0,1
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,1,0
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,Individual,1,0,0
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Takeshi Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Takeshi Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,0,1
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,1,0,0
Sawao Kato,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,Individual,1,0,0
Rajendra Absolem Christy,M,India,1968,Mexico City,Hockey,Hockey Men's Hockey,Team,0,0,1
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Rings,Individual,1,0,0
Akinori Nakayama,M,Japan,1968,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,Individual,0,0,1
Katsumi Matsumura (-Tida),F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Motoki Nishimura,M,Japan,1972,Munich,Judo,Judo Men's Heavyweight,Individual,0,0,1
Yuzo Nakamura,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Toyokazu Nomura,M,Japan,1972,Munich,Judo,Judo Men's Half-Middleweight,Individual,1,0,0
Harmik Singh,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Muhammad Asad Malik,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Masayuki Minami,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Tetsuo Nishimoto,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Katsutoshi Nekoda,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Varinder Singh,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Sumie Oinuma,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Mohammad Nassiri Seresht,M,Iran,1972,Munich,Weightlifting,Weightlifting Men's Bantamweight,Individual,0,1,0
Mariko Okamoto (-Nakano),F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Akinori Nakayama,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Rings,Individual,1,0,0
Akinori Nakayama,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,1,0
Akinori Nakayama,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Seiji Oko,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
O Seung-Rip,M,South Korea,1972,Munich,Judo,Judo Men's Middleweight,Individual,0,1,0
Teruichi Okamura,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Jungo Morita,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Akinori Nakayama,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Individual All-Around,Individual,0,0,1
Mukhbain Singh,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Ganesh Mollerapoovayya,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Koichiro Hirayama,M,Japan,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Individual,0,1,0
Keiko Hama,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Kulwant Singh,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Muhammad Shahnaz Sheikh,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Harbinder Singh Chimni,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Eizo Kenmotsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Eizo Kenmotsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Individual All-Around,Individual,0,1,0
Islah-ud-Din Siddiqui,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Akhtarul Islam,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Takao Kawaguchi,M,Japan,1972,Munich,Judo,Judo Men's Lightweight,Individual,1,0,0
Sawao Kato,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,Individual,0,1,0
Sawao Kato,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,0,1,0
Sawao Kato,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Parallel Bars,Individual,1,0,0
Sawao Kato,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Sawao Kato,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Individual All-Around,Individual,1,0,0
Toyoko Iwahara,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Takako Shirai (-Takagi),F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Eizo Kenmotsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Parallel Bars,Individual,0,0,1
Michiko Shiokawa (-Furuhashi),F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Kiyomi Kato,M,Japan,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,1,0,0
Shigeru Kasamatsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,0,0,1
Shigeru Kasamatsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Parallel Bars,Individual,0,1,0
Shigeru Kasamatsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Floor Exercise,Individual,0,0,1
Shigeru Kasamatsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Jang Ok-Rim,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Kang Ok-Sun,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Kenji Shimaoka,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Seiko Shimakage,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Ibrahim Javadi Pour,M,Iran,1972,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Individual,0,0,1
Jong Ok-Jin,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Muhammad Zahid Sheikh,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Shinobu Sekine,M,Japan,1972,Munich,Judo,Judo Men's Middleweight,Individual,1,0,0
Harcharan Singh,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Eizo Kenmotsu,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,Individual,0,0,1
Tadayoshi Yokota,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Paek Myong-Suk,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Krishnamurty Perumal,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Li Ho-Jun,M,North Korea,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Individual,1,0,0
Abdul Rashid,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Akhtar Rasool Kamboh,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Fazalur Rehman,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Salim Sherwani,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Ashok Kumar,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Ryom Chun-Ja,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Kikuo Wada,M,Japan,1972,Munich,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,0,1,0
Hwang He-Suk,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Michael Kindo,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Khorloogiin Bayanmnkh,M,Mongolia,1972,Munich,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Individual,0,1,0
Kenji Kimura,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Kim Yong-Ik,M,North Korea,1972,Munich,Judo,Judo Men's Lightweight,Individual,0,0,1
Kim Yeun-Ja,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Kim U-Gil,M,North Korea,1972,Munich,Boxing,Boxing Men's Light-Flyweight,Individual,0,1,0
Kim Su-Dae,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Takako Iida,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Ajitpal Singh Kular,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Noriko Yamashita (-Nishi),F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Kim Myong-Suk,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Yaeko Yamazaki,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Hideaki Yanagida,M,Japan,1972,Munich,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Individual,1,0,0
Kim Gwong-Hyong,M,North Korea,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,0,0,1
Tetsuo Sato,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Kim Zung-Bok,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Ri Chun-Ok,F,North Korea,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Yasuhiro Noguchi,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Mitsuo Tsukahara,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Rings,Individual,0,0,1
Mitsuo Tsukahara,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,1,0,0
Mudassar Asghar Saeed,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Mayumi Aoki (-Nishiguti),F,Japan,1972,Munich,Swimming,Swimming Women's 100 metres Butterfly,Individual,1,0,0
Saeed Anwar,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Iftikhar Ahmed Syed,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Manuel Frederick,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Govinda Billimogaputtaswamy,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Charles Cornelius,M,India,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,0,1
Jahangir Ahmed Butt,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Munawaruz Zaman,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Mitsuo Tsukahara,M,Japan,1972,Munich,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Yoshihide Fukao,M,Japan,1972,Munich,Volleyball,Volleyball Men's Volleyball,Team,1,0,0
Nobutaka Taguchi,M,Japan,1972,Munich,Swimming,Swimming Men's 200 metres Breaststroke,Individual,0,0,1
Makiko Furukawa,F,Japan,1972,Munich,Volleyball,Volleyball Women's Volleyball,Team,0,1,0
Riaz Ahmed,M,Pakistan,1972,Munich,Hockey,Hockey Men's Hockey,Team,0,1,0
Rahim Aliabadi,M,Iran,1972,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Individual,0,1,0
Nobutaka Taguchi,M,Japan,1972,Munich,Swimming,Swimming Men's 100 metres Breaststroke,Individual,1,0,0
Salim Sherwani,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Jeong Sun-Ok,F,South Korea,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Qamar Zia,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Haruki Uemura,M,Japan,1976,Montreal,Judo,Judo Men's Open Class,Individual,1,0,0
Hiromi Yano (-Ikeda),F,Japan,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Jeon Hae-Seop,M,South Korea,1976,Montreal,Wrestling,"Wrestling Men's Flyweight, Freestyle",Individual,0,0,1
Sumio Endo,M,Japan,1976,Montreal,Judo,Judo Men's Heavyweight,Individual,0,0,1
Iftikhar Ahmed Syed,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Jang Eun-Gyeong,M,South Korea,1976,Montreal,Judo,Judo Men's Lightweight,Individual,0,1,0
Jang Hye-Suk,F,South Korea,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Jo Jae-Gi,M,South Korea,1976,Montreal,Judo,Judo Men's Open Class,Individual,0,0,1
Islah-ud-Din Siddiqui,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Koichiro Hirayama,M,Japan,1976,Montreal,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Individual,0,0,1
Yu Gyeong-Hwa,F,South Korea,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Saleem Nazim,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Mohammad Nassiri Seresht,M,Iran,1976,Montreal,Weightlifting,Weightlifting Men's Flyweight,Individual,0,0,1
Mariko Yoshida,F,Japan,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Shun Fujimoto,M,Japan,1976,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Manzoor Hussain,M,Pakistan,1976,Montreal,Hockey,Hockey Men's Hockey,Team,0,0,1
Takako Shirai (-Takagi),F,Japan,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Hisato Igarashi,M,Japan,1976,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Juri Yokoyama (-Nishikawa),F,Japan,1976,Montreal,Volleyball,Volleyball Women's Volleyball,Team,1,0,0
Mitsuo Tsukahara,M,Japan,1976,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,1,0,0
